study_accession	tax_id	study_alias	submission_accession	library_strategy	run_accession	fastq_ftp	study_title
PRJNA126041	8364	GSE21482	SRA012595	ChIP-Seq	SRR040482	ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040482/SRR040482.fastq.gz	Nucleotide composition-linked divergence of vertebrate core promoter architecture
PRJNA126041	8364	GSE21482	SRA012595	ChIP-Seq	SRR040483	ftp.sra.ebi.ac.uk/vol1/fastq/SRR040/SRR040483/SRR040483.fastq.gz	Nucleotide composition-linked divergence of vertebrate core promoter architecture
PRJNA575367	8364	GSE138303	SRA971336	ATAC-seq	SRR10215916	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/016/SRR10215916/SRR10215916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/016/SRR10215916/SRR10215916_2.fastq.gz	ATAC-Seq of Xenopus tail regeneration
PRJNA575367	8364	GSE138303	SRA971336	ATAC-seq	SRR10215917	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/017/SRR10215917/SRR10215917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/017/SRR10215917/SRR10215917_2.fastq.gz	ATAC-Seq of Xenopus tail regeneration
PRJNA575367	8364	GSE138303	SRA971336	ATAC-seq	SRR10215918	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/018/SRR10215918/SRR10215918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/018/SRR10215918/SRR10215918_2.fastq.gz	ATAC-Seq of Xenopus tail regeneration
PRJNA575367	8364	GSE138303	SRA971336	ATAC-seq	SRR10215919	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/019/SRR10215919/SRR10215919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/019/SRR10215919/SRR10215919_2.fastq.gz	ATAC-Seq of Xenopus tail regeneration
PRJNA575367	8364	GSE138303	SRA971336	ATAC-seq	SRR10215922	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/022/SRR10215922/SRR10215922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/022/SRR10215922/SRR10215922_2.fastq.gz	ATAC-Seq of Xenopus tail regeneration
PRJNA575367	8364	GSE138303	SRA971336	ATAC-seq	SRR10215924	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/024/SRR10215924/SRR10215924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/024/SRR10215924/SRR10215924_2.fastq.gz	ATAC-Seq of Xenopus tail regeneration
PRJNA575367	8364	GSE138303	SRA971336	ATAC-seq	SRR10215927	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/027/SRR10215927/SRR10215927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/027/SRR10215927/SRR10215927_2.fastq.gz	ATAC-Seq of Xenopus tail regeneration
PRJNA578937	8364	GSE139267	SRA983503	MBD-Seq	SRR10327375	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/075/SRR10327375/SRR10327375.fastq.gz	DNA methylation dynamics underlie metamorphic gene regulation programs in Xenopus tadpole brain
PRJNA578937	8364	GSE139267	SRA983503	MBD-Seq	SRR10327377	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/077/SRR10327377/SRR10327377.fastq.gz	DNA methylation dynamics underlie metamorphic gene regulation programs in Xenopus tadpole brain
PRJNA578937	8364	GSE139267	SRA983503	MBD-Seq	SRR10327379	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/079/SRR10327379/SRR10327379.fastq.gz	DNA methylation dynamics underlie metamorphic gene regulation programs in Xenopus tadpole brain
PRJNA578937	8364	GSE139267	SRA983503	MBD-Seq	SRR10327383	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/083/SRR10327383/SRR10327383.fastq.gz	DNA methylation dynamics underlie metamorphic gene regulation programs in Xenopus tadpole brain
PRJNA578937	8364	GSE139267	SRA983503	MBD-Seq	SRR10327385	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/085/SRR10327385/SRR10327385.fastq.gz	DNA methylation dynamics underlie metamorphic gene regulation programs in Xenopus tadpole brain
PRJNA588299	8364	GSE140120	SRA992784	RNA-Seq	SRR10417507	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/007/SRR10417507/SRR10417507.fastq.gz	DNA methylation dynamics underlie metamorphic gene regulation programs in Xenopus tadpole brain [RNA-seq]
PRJNA588299	8364	GSE140120	SRA992784	RNA-Seq	SRR10417509	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/009/SRR10417509/SRR10417509.fastq.gz	DNA methylation dynamics underlie metamorphic gene regulation programs in Xenopus tadpole brain [RNA-seq]
PRJNA588299	8364	GSE140120	SRA992784	RNA-Seq	SRR10417510	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/010/SRR10417510/SRR10417510.fastq.gz	DNA methylation dynamics underlie metamorphic gene regulation programs in Xenopus tadpole brain [RNA-seq]
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427757	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/057/SRR10427757/SRR10427757_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427758	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/058/SRR10427758/SRR10427758_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427760	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/060/SRR10427760/SRR10427760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/060/SRR10427760/SRR10427760_2.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	Hi-C	SRR10427763	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/063/SRR10427763/SRR10427763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/063/SRR10427763/SRR10427763_2.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427766	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/066/SRR10427766/SRR10427766_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427769	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/069/SRR10427769/SRR10427769_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427770	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/070/SRR10427770/SRR10427770_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427776	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/076/SRR10427776/SRR10427776_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427780	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/080/SRR10427780/SRR10427780_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427781	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/081/SRR10427781/SRR10427781_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427783	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/083/SRR10427783/SRR10427783_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427793	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/093/SRR10427793/SRR10427793_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427795	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/095/SRR10427795/SRR10427795_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427802	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/002/SRR10427802/SRR10427802_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427807	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/007/SRR10427807/SRR10427807_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427808	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/008/SRR10427808/SRR10427808_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427812	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/012/SRR10427812/SRR10427812_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427814	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/014/SRR10427814/SRR10427814_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427815	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/015/SRR10427815/SRR10427815_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427817	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/017/SRR10427817/SRR10427817_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427819	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/019/SRR10427819/SRR10427819_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427820	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/020/SRR10427820/SRR10427820_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427821	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/021/SRR10427821/SRR10427821_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA577946	8364	PRJNA577946	SRA993918	WGS	SRR10427824	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/024/SRR10427824/SRR10427824_subreads.fastq.gz	Xenopus tropicalis v10 Genome sequencing and assembly
PRJNA232590	8364	GSE53653	SRA122378	RNA-Seq	SRR1060749	ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/009/SRR1060749/SRR1060749.fastq.gz	Genome-wide view of TGFb/Foxh1 regulation of the early mesendoderm program [RNA-seq]
PRJNA232590	8364	GSE53653	SRA122378	RNA-Seq	SRR1060752	ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/002/SRR1060752/SRR1060752.fastq.gz	Genome-wide view of TGFb/Foxh1 regulation of the early mesendoderm program [RNA-seq]
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085801	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/001/SRR11085801/SRR11085801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/001/SRR11085801/SRR11085801_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085803	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/003/SRR11085803/SRR11085803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/003/SRR11085803/SRR11085803_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085804	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/004/SRR11085804/SRR11085804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/004/SRR11085804/SRR11085804_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085809	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/009/SRR11085809/SRR11085809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/009/SRR11085809/SRR11085809_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085814	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/014/SRR11085814/SRR11085814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/014/SRR11085814/SRR11085814_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085816	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/016/SRR11085816/SRR11085816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/016/SRR11085816/SRR11085816_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085819	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/019/SRR11085819/SRR11085819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/019/SRR11085819/SRR11085819_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085820	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/020/SRR11085820/SRR11085820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/020/SRR11085820/SRR11085820_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085822	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/022/SRR11085822/SRR11085822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/022/SRR11085822/SRR11085822_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085825	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/025/SRR11085825/SRR11085825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/025/SRR11085825/SRR11085825_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085826	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/026/SRR11085826/SRR11085826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/026/SRR11085826/SRR11085826_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085833	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/033/SRR11085833/SRR11085833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/033/SRR11085833/SRR11085833_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085836	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/036/SRR11085836/SRR11085836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/036/SRR11085836/SRR11085836_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085838	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/038/SRR11085838/SRR11085838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/038/SRR11085838/SRR11085838_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085840	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/040/SRR11085840/SRR11085840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/040/SRR11085840/SRR11085840_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085848	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/048/SRR11085848/SRR11085848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/048/SRR11085848/SRR11085848_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085849	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/049/SRR11085849/SRR11085849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/049/SRR11085849/SRR11085849_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085850	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/050/SRR11085850/SRR11085850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/050/SRR11085850/SRR11085850_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085852	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/052/SRR11085852/SRR11085852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/052/SRR11085852/SRR11085852_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085863	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/063/SRR11085863/SRR11085863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/063/SRR11085863/SRR11085863_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085864	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/064/SRR11085864/SRR11085864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/064/SRR11085864/SRR11085864_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085867	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/067/SRR11085867/SRR11085867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/067/SRR11085867/SRR11085867_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085870	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/070/SRR11085870/SRR11085870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/070/SRR11085870/SRR11085870_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085871	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/071/SRR11085871/SRR11085871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/071/SRR11085871/SRR11085871_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085873	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/073/SRR11085873/SRR11085873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/073/SRR11085873/SRR11085873_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085874	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/074/SRR11085874/SRR11085874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/074/SRR11085874/SRR11085874_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA607864	8364	GSE145619	SRA1045163	ATAC-seq	SRR11122335	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/035/SRR11122335/SRR11122335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/035/SRR11122335/SRR11122335_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	ATAC-seq	SRR11122342	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/042/SRR11122342/SRR11122342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/042/SRR11122342/SRR11122342_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	ATAC-seq	SRR11122344	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/044/SRR11122344/SRR11122344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/044/SRR11122344/SRR11122344_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	ATAC-seq	SRR11122345	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/045/SRR11122345/SRR11122345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/045/SRR11122345/SRR11122345_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122350	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/050/SRR11122350/SRR11122350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/050/SRR11122350/SRR11122350_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122352	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/052/SRR11122352/SRR11122352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/052/SRR11122352/SRR11122352_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122353	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/053/SRR11122353/SRR11122353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/053/SRR11122353/SRR11122353_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122361	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/061/SRR11122361/SRR11122361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/061/SRR11122361/SRR11122361_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122368	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/068/SRR11122368/SRR11122368.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122371	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/071/SRR11122371/SRR11122371.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122373	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/073/SRR11122373/SRR11122373.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122378	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/078/SRR11122378/SRR11122378.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122381	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/081/SRR11122381/SRR11122381.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122385	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/085/SRR11122385/SRR11122385.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122387	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/087/SRR11122387/SRR11122387.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122388	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/088/SRR11122388/SRR11122388.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122389	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/089/SRR11122389/SRR11122389.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122391	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/091/SRR11122391/SRR11122391.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122395	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/095/SRR11122395/SRR11122395.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122396	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/096/SRR11122396/SRR11122396.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122404	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/004/SRR11122404/SRR11122404.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122405	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/005/SRR11122405/SRR11122405.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122406	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/006/SRR11122406/SRR11122406.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122408	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/008/SRR11122408/SRR11122408.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
